Id,SalePrice
1461,108164.86550511175
1462,164134.43031087122
1463,170402.85013435443
1464,189849.10572144925
1465,221679.66053395916
1466,186167.5556049873
1467,172342.2747759954
1468,178334.61668125994
1469,209872.8396938563
1470,104563.07168462232
1471,210245.60477918969
1472,125327.54102099733
1473,111711.18282222142
1474,172033.3781245161
1475,149329.53083978116
1476,328609.61704595166
1477,264027.36648382386
1478,296022.87057445163
1479,285826.8859988662
1480,382818.5145333997
1481,303555.20216453716
1482,233884.52936665446
1483,188678.17995906307
1484,194631.52474381134
1485,184134.21169505408
1486,217058.75036894158
1487,313150.4281166651
1488,266927.33427758387
1489,201718.99440066144
1490,200667.32290119806
1491,212590.22530086618
1492,98713.22577909287
1493,184052.99707631138
1494,293039.6608566402
1495,290637.66653525725
1496,222515.90366935695
1497,213988.45668119902
1498,181028.3528486552
1499,181028.3528486552
1500,162791.66066180728
1501,180586.26456580544
1502,172159.95905868395
1503,265914.1791110642
1504,246186.56231969735
1505,222175.84191862668
1506,217934.661710297
1507,246678.4018099954
1508,201830.2281587798
1509,182326.00134012464
1510,152877.13144648948
1511,150962.1988932317
1512,170855.41100022674
1513,176184.91443989787
1514,158030.2759130079
1515,206435.94296877657
1516,166560.4516223953
1517,148691.2177557185
1518,175652.7363414003
1519,221513.29342301027
1520,128465.03198441758
1521,133710.28202160168
1522,190209.84672107385
1523,108350.49810218869
1524,113695.40606125549
1525,112881.73774238653
1526,115223.50498464145
1527,84375.81946265709
1528,140120.57926317584
1529,146112.1485345253
1530,185958.5037205622
1531,113330.92605225858
1532,83458.99995879538
1533,159422.8734667244
1534,138536.162337573
1535,147875.04933154327
1536,116915.85868564108
1537,39048.495381792076
1538,181322.99293835275
1539,208018.7482095193
1540,143168.1704736593
1541,157043.1290484561
1542,146274.44820351189
1543,206051.50771966367
1544,65030.97350046539
1545,126046.80374971486
1546,143439.96346422494
1547,130519.15485777683
1548,149452.58251017833
1549,111853.9656243762
1550,142825.16582875268
1551,132259.1705543329
1552,144629.98828853935
1553,130477.50306995085
1554,131610.80849551375
1555,159871.20742999716
1556,105461.53350613429
1557,114489.10604681913
1558,114631.74208398256
1559,103145.10642416007
1560,141780.03840254236
1561,147851.86634326668
1562,109106.01798934327
1563,108264.98828008457
1564,167079.22772778885
1565,149856.75793831132
1566,216678.35263649304
1567,76799.57898928097
1568,209078.5408859317
1569,95116.91055876727
1570,128217.43587289273
1571,113594.44793178386
1572,129196.77841245686
1573,231367.7698682401
1574,150794.346891818
1575,217719.39609552536
1576,228749.65988141275
1577,202388.5728986155
1578,140973.9404171235
1579,137971.36444652383
1580,213390.4594933584
1581,124781.69483603991
1582,125256.58633691364
1583,298142.030687056
1584,240072.74754772882
1585,153878.28211032867
1586,22158.14831314073
1587,96380.08160785493
1588,135906.62339667347
1589,106001.95953013422
1590,147888.60018553538
1591,77725.99815673055
1592,118404.9679616954
1593,133005.3536351784
1594,133120.29837787454
1595,125410.72073408589
1596,228217.31029343454
1597,187253.64638179622
1598,196939.9268463822
1599,204175.07184041583
1600,213260.06388353847
1601,8891.821601205738
1602,119249.89080861374
1603,65120.6587879702
1604,254673.15687879932
1605,265996.4170060186
1606,174782.16287896282
1607,231066.70723127003
1608,226393.95833079552
1609,201385.9626522687
1610,147552.67566361674
1611,149485.14547150128
1612,176647.00576614903
1613,167804.08942790003
1614,116691.61493284302
1615,76821.17575627263
1616,76821.17575627263
1617,92140.58506880072
1618,109815.38681747694
1619,125715.05603643064
1620,207183.67947410967
1621,145819.2631958482
1622,136354.19607605913
1623,262278.0737152236
1624,205198.16340509045
1625,126245.03892887081
1626,187403.60380345432
1627,190283.32234369114
1628,286328.5135120768
1629,195177.09823173855
1630,319961.3974212118
1631,238433.08608312055
1632,256198.63431578234
1633,182547.53782865137
1634,192338.26705922605
1635,177353.3640807775
1636,173220.41641912528
1637,185826.37194482354
1638,225012.84100896702
1639,201361.48748648178
1640,265532.60073056014
1641,194932.95226456958
1642,227193.04032883036
1643,250014.6488532105
1644,244771.30382591963
1645,182789.41601461428
1646,160927.5798062397
1647,187698.86064825114
1648,149893.9057156311
1649,124556.33007143508
1650,103064.4288168553
1651,103400.97556641686
1652,126000.63452012022
1653,125664.08777055866
1654,175856.61361059197
1655,176763.72538502538
1656,172706.4716236391
1657,176529.70710971486
1658,173043.01837320055
1659,149666.07758934272
1660,136081.62278528465
1661,351545.6350134086
1662,341294.6377727849
1663,323841.56656874355
1664,397191.66669513064
1665,300196.3124328661
1666,282160.0217653783
1667,315081.72606638947
1668,300662.3895596437
1669,281667.42490648094
1670,305198.69222420244
1671,244825.5158104949
1672,358126.26164734096
1673,289310.8877896714
1674,267946.2614694061
1675,191508.94982040045
1676,187179.53709129628
1677,212468.55522946164
1678,382313.09465658606
1679,316625.29272284743
1680,297872.1713099886
1681,262091.8636908395
1682,275658.8726693841
1683,215268.9481406482
1684,198943.6216422401
1685,180758.3268879546
1686,200539.32327661174
1687,184134.21169505408
1688,212101.76426802715
1689,209513.02804767678
1690,201630.8643401314
1691,191230.42040502734
1692,266877.6795721904
1693,184134.21169505408
1694,181803.33633618767
1695,185479.72436400992
1696,270962.3330657544
1697,185479.72436400992
1698,320209.91050482646
1699,301051.9323734781
1700,238274.31162720907
1701,270373.9107881662
1702,276346.02617318253
1703,271898.21180144744
1704,276509.02704621
1705,238754.70038446644
1706,361029.32929291774
1707,219532.67793849867
1708,216701.90807716118
1709,282708.6306410838
1710,238160.80823502946
1711,257797.4815832663
1712,273355.8215535197
1713,252030.37295469095
1714,227591.12283117592
1715,211374.76352175977
1716,206549.87461065094
1717,199802.4667045311
1718,150732.15773350932
1719,220980.555551004
1720,259680.3787488751
1721,196881.4089037578
1722,126548.83972543303
1723,150000.9508935694
1724,235344.60487127793
1725,237327.89294618787
1726,191433.3477567851
1727,184296.04221242596
1728,200542.71183612058
1729,167483.54858022707
